CD_MUN,SIGLA_UF,year,pop_est
1100015,RO,2007,23857
1100015,RO,2008,24577
1100015,RO,2009,24354
1100015,RO,2010,24392
1100015,RO,2011,24228
1100015,RO,2012,24069
1100015,RO,2013,25728
1100015,RO,2014,25652
1100015,RO,2015,25578
1100015,RO,2016,25506
1100015,RO,2017,25437
1100015,RO,2018,23167
1100015,RO,2019,22945
1100015,RO,2020,22728
1100015,RO,2021,22516
1100015,RO,2022,21494
1100015,RO,2024,22853
1100015,RO,2025,22787
1100023,RO,2007,82388
1100023,RO,2008,84581
1100023,RO,2009,85541
1100023,RO,2010,90353
1100023,RO,2011,91570
1100023,RO,2012,92747
1100023,RO,2013,101269
1100023,RO,2014,102860
1100023,RO,2015,104401
1100023,RO,2016,105896
1100023,RO,2017,107345
1100023,RO,2018,106168
1100023,RO,2019,107863
1100023,RO,2020,109523
1100023,RO,2021,111148
1100023,RO,2022,96833
1100023,RO,2024,108573
1100023,RO,2025,109170
1100031,RO,2007,6575
1100031,RO,2008,6777
1100031,RO,2009,6695
1100031,RO,2010,6313
1100031,RO,2011,6221
1100031,RO,2012,6132
1100031,RO,2013,6495
1100031,RO,2014,6424
1100031,RO,2015,6355
1100031,RO,2016,6289
1100031,RO,2017,6224
1100031,RO,2018,5438
1100031,RO,2019,5312
1100031,RO,2020,5188
1100031,RO,2021,5067
1100031,RO,2022,5351
1100031,RO,2024,5690
1100031,RO,2025,5664
1100049,RO,2007,76155
1100049,RO,2008,78263
1100049,RO,2009,78675
1100049,RO,2010,78574
1100049,RO,2011,78958
1100049,RO,2012,79330
1100049,RO,2013,85863
1100049,RO,2014,86556
1100049,RO,2015,87226
1100049,RO,2016,87877
1100049,RO,2017,88507
1100049,RO,2018,84813
1100049,RO,2019,85359
1100049,RO,2020,85893
1100049,RO,2021,86416
1100049,RO,2022,86887
1100049,RO,2024,97637
1100049,RO,2025,98280
1100056,RO,2007,16290
1100056,RO,2008,16784
1100056,RO,2009,16622
1100056,RO,2010,17029
1100056,RO,2011,16939
1100056,RO,2012,16852
1100056,RO,2013,18041
1100056,RO,2014,18013
1100056,RO,2015,17986
1100056,RO,2016,17959
1100056,RO,2017,17934
1100056,RO,2018,16444
1100056,RO,2019,16323
1100056,RO,2020,16204
1100056,RO,2021,16088
1100056,RO,2022,15890
1100056,RO,2024,16975
1100056,RO,2025,16966
1100064,RO,2007,17644
1100064,RO,2008,18216
1100064,RO,2009,17822
1100064,RO,2010,18591
1100064,RO,2011,18338
1100064,RO,2012,18093
1100064,RO,2013,19190
1100064,RO,2014,19001
1100064,RO,2015,18817
1100064,RO,2016,18639
1100064,RO,2017,18467
1100064,RO,2018,16227
1100064,RO,2019,15882
1100064,RO,2020,15544
1100064,RO,2021,15213
1100064,RO,2022,15663
1100064,RO,2024,16588
1100064,RO,2025,16508
1100072,RO,2007,9476
1100072,RO,2008,9761
1100072,RO,2009,9680
1100072,RO,2010,8783
1100072,RO,2011,8654
1100072,RO,2012,8530
1100072,RO,2013,9036
1100072,RO,2014,8938
1100072,RO,2015,8842
1100072,RO,2016,8749
1100072,RO,2017,8659
1100072,RO,2018,7567
1100072,RO,2019,7391
1100072,RO,2020,7220
1100072,RO,2021,7052
1100072,RO,2022,7519
1100072,RO,2024,8001
1100072,RO,2025,7968
1100080,RO,2007,13664
1100080,RO,2008,13973
1100080,RO,2009,14452
1100080,RO,2010,13678
1100080,RO,2011,14022
1100080,RO,2012,14355
1100080,RO,2013,15853
1100080,RO,2014,16258
1100080,RO,2015,16651
1100080,RO,2016,17031
1100080,RO,2017,17400
1100080,RO,2018,17855
1100080,RO,2019,18331
1100080,RO,2020,18798
1100080,RO,2021,19255
1100080,RO,2022,12627
1100080,RO,2024,13522
1100080,RO,2025,13510
1100098,RO,2007,27867
1100098,RO,2008,28617
1100098,RO,2009,28892
1100098,RO,2010,28729
1100098,RO,2011,28962
1100098,RO,2012,29189
1100098,RO,2013,31699
1100098,RO,2014,32047
1100098,RO,2015,32385
1100098,RO,2016,32712
1100098,RO,2017,33030
1100098,RO,2018,32047
1100098,RO,2019,32374
1100098,RO,2020,32695
1100098,RO,2021,33009
1100098,RO,2022,29414
1100098,RO,2024,32717
1100098,RO,2025,32842
1100106,RO,2007,39451
1100106,RO,2008,40541
1100106,RO,2009,40762
1100106,RO,2010,41656
1100106,RO,2011,41933
1100106,RO,2012,42202
1100106,RO,2013,45761
1100106,RO,2014,46203
1100106,RO,2015,46632
1100106,RO,2016,47048
1100106,RO,2017,47451
1100106,RO,2018,45783
1100106,RO,2019,46174
1100106,RO,2020,46556
1100106,RO,2021,46930
1100106,RO,2022,39387
1100106,RO,2024,43553
1100106,RO,2025,43594
1100114,RO,2007,52453
1100114,RO,2008,53955
1100114,RO,2009,53943
1100114,RO,2010,52005
1100114,RO,2011,51883
1100114,RO,2012,51765
1100114,RO,2013,55597
1100114,RO,2014,55669
1100114,RO,2015,55738
1100114,RO,2016,55806
1100114,RO,2017,55871
1100114,RO,2018,51933
1100114,RO,2019,51775
1100114,RO,2020,51620
1100114,RO,2021,51469
1100114,RO,2022,50591
1100114,RO,2024,55583
1100114,RO,2025,55682
1100122,RO,2007,107679
1100122,RO,2008,110707
1100122,RO,2009,111010
1100122,RO,2010,116610
1100122,RO,2011,117363
1100122,RO,2012,118092
1100122,RO,2013,128026
1100122,RO,2014,129242
1100122,RO,2015,130419
1100122,RO,2016,131560
1100122,RO,2017,132667
1100122,RO,2018,127907
1100122,RO,2019,128969
1100122,RO,2020,130009
1100122,RO,2021,131026
1100122,RO,2022,124333
1100122,RO,2024,139359
1100122,RO,2025,140101
1100130,RO,2007,31475
1100130,RO,2008,32214
1100130,RO,2009,33159
1100130,RO,2010,31135
1100130,RO,2011,31779
1100130,RO,2012,32403
1100130,RO,2013,35633
1100130,RO,2014,36412
1100130,RO,2015,37167
1100130,RO,2016,37899
1100130,RO,2017,38609
1100130,RO,2018,39097
1100130,RO,2019,39991
1100130,RO,2020,40867
1100130,RO,2021,41724
1100130,RO,2022,30707
1100130,RO,2024,34063
1100130,RO,2025,34149
1100148,RO,2007,17170
1100148,RO,2008,17653
1100148,RO,2009,17698
1100148,RO,2010,19874
1100148,RO,2011,19882
1100148,RO,2012,19891
1100148,RO,2013,21427
1100148,RO,2014,21511
1100148,RO,2015,21592
1100148,RO,2016,21670
1100148,RO,2017,21747
1100148,RO,2018,20459
1100148,RO,2019,20474
1100148,RO,2020,20489
1100148,RO,2021,20504
1100148,RO,2022,15679
1100148,RO,2024,16504
1100148,RO,2025,16374
1100155,RO,2007,36040
1100155,RO,2008,37142
1100155,RO,2009,36725
1100155,RO,2010,37928
1100155,RO,2011,37701
1100155,RO,2012,37482
1100155,RO,2013,40099
1100155,RO,2014,40010
1100155,RO,2015,39924
1100155,RO,2016,39840
1100155,RO,2017,39759
1100155,RO,2018,36340
1100155,RO,2019,36035
1100155,RO,2020,35737
1100155,RO,2021,35445
1100155,RO,2022,35044
1100155,RO,2024,38681
1100155,RO,2025,38684
1100189,RO,2007,32893
1100189,RO,2008,33803
1100189,RO,2009,33984
1100189,RO,2010,33822
1100189,RO,2011,33981
1100189,RO,2012,34135
1100189,RO,2013,36939
1100189,RO,2014,37230
1100189,RO,2015,37512
1100189,RO,2016,37786
1100189,RO,2017,38051
1100189,RO,2018,36434
1100189,RO,2019,36660
1100189,RO,2020,36881
1100189,RO,2021,37098
1100189,RO,2022,35079
1100189,RO,2024,39053
1100189,RO,2025,39220
1100205,RO,2007,369345
1100205,RO,2008,379186
1100205,RO,2009,382829
1100205,RO,2010,428527
1100205,RO,2011,435732
1100205,RO,2012,442701
1100205,RO,2013,484992
1100205,RO,2014,494013
1100205,RO,2015,5027481
1100205,RO,2016,5112191
1100205,RO,2017,5194361
1100205,RO,2018,5195311
1100205,RO,2019,5295441
1100205,RO,2020,5393541
1100205,RO,2021,5489521
1100205,RO,2022,460434
1100205,RO,2024,514873
1100205,RO,2025,517709
1100254,RO,2007,22197
1100254,RO,2008,22896
1100254,RO,2009,22519
1100254,RO,2010,22319
1100254,RO,2011,22008
1100254,RO,2012,21709
1100254,RO,2013,23017
1100254,RO,2014,22783
1100254,RO,2015,22557
1100254,RO,2016,22337
1100254,RO,2017,22124
1100254,RO,2018,19409
1100254,RO,2019,18986
1100254,RO,2020,18571
1100254,RO,2021,18165
1100254,RO,2022,19327
1100254,RO,2024,20518
1100254,RO,2025,20443
1100262,RO,2007,3174
1100262,RO,2008,3260
1100262,RO,2009,3290
1100262,RO,2010,3316
1100262,RO,2011,3345
1100262,RO,2012,3374
1100262,RO,2013,3666
1100262,RO,2014,3709
1100262,RO,2015,3750
1100262,RO,2016,3790
1100262,RO,2017,3829
1100262,RO,2018,3723
1100262,RO,2019,3764
1100262,RO,2020,3804
1100262,RO,2021,3843
1100262,RO,2022,3471
1100262,RO,2024,3753
1100262,RO,2025,3767
1100288,RO,2007,48894
1100288,RO,2008,50249
1100288,RO,2009,50499
1100288,RO,2010,50648
1100288,RO,2011,50899
1100288,RO,2012,51142
1100288,RO,2013,55357
1100288,RO,2014,55807
1100288,RO,2015,56242
1100288,RO,2016,56664
1100288,RO,2017,57074
1100288,RO,2018,54702
1100288,RO,2019,55058
1100288,RO,2020,55407
1100288,RO,2021,55748
1100288,RO,2022,56406
1100288,RO,2024,62559
1100288,RO,2025,62959
1100296,RO,2007,9264
1100296,RO,2008,9566
1100296,RO,2009,9348
1100296,RO,2010,8886
1100296,RO,2011,8677
1100296,RO,2012,8476
1100296,RO,2013,8887
1100296,RO,2014,8706
1100296,RO,2015,8532
1100296,RO,2016,8362
1100296,RO,2017,8198
1100296,RO,2018,6781
1100296,RO,2019,6495
1100296,RO,2020,6216
1100296,RO,2021,5942
1100296,RO,2022,7419
1100296,RO,2024,7877
1100296,RO,2025,7837
1100304,RO,2007,66746
1100304,RO,2008,68405
1100304,RO,2009,69866
1100304,RO,2010,76202
1100304,RO,2011,77937
1100304,RO,2012,79616
1100304,RO,2013,87727
1100304,RO,2014,89797
1100304,RO,2015,91801
1100304,RO,2016,93745
1100304,RO,2017,95630
1100304,RO,2018,97448
1100304,RO,2019,99854
1100304,RO,2020,102211
1100304,RO,2021,104517
1100304,RO,2022,95832
1100304,RO,2024,108528
1100304,RO,2025,109651
1100320,RO,2007,22622
1100320,RO,2008,23283
1100320,RO,2009,23201
1100320,RO,2010,21828
1100320,RO,2011,21878
1100320,RO,2012,21927
1100320,RO,2013,23668
1100320,RO,2014,23803
1100320,RO,2015,23933
1100320,RO,2016,24059
1100320,RO,2017,24181
1100320,RO,2018,22931
1100320,RO,2019,23005
1100320,RO,2020,23077
1100320,RO,2021,23147
1100320,RO,2022,21635
1100320,RO,2024,22267
1100320,RO,2025,22305
1100338,RO,2007,21162
1100338,RO,2008,21650
1100338,RO,2009,22337
1100338,RO,2010,22546
1100338,RO,2011,23142
1100338,RO,2012,23719
1100338,RO,2013,26227
1100338,RO,2014,26925
1100338,RO,2015,27600
1100338,RO,2016,28255
1100338,RO,2017,28891
1100338,RO,2018,29757
1100338,RO,2019,30583
1100338,RO,2020,31392
1100338,RO,2021,32184
1100338,RO,2022,25444
1100338,RO,2024,28496
1100338,RO,2025,28701
1100346,RO,2007,16485
1100346,RO,2008,17009
1100346,RO,2009,17127
1100346,RO,2010,16853
1100346,RO,2011,16624
1100346,RO,2012,16404
1100346,RO,2013,17399
1100346,RO,2014,17228
1100346,RO,2015,17063
1100346,RO,2016,16902
1100346,RO,2017,16747
1100346,RO,2018,14722
1100346,RO,2019,14411
1100346,RO,2020,14106
1100346,RO,2021,13807
1100346,RO,2022,13117
1100346,RO,2024,13837
1100346,RO,2025,13720
1100379,RO,2007,11615
1100379,RO,2008,11962
1100379,RO,2009,11875
1100379,RO,2010,12816
1100379,RO,2011,12824
1100379,RO,2012,12833
1100379,RO,2013,13827
1100379,RO,2014,13884
1100379,RO,2015,13940
1100379,RO,2016,13993
1100379,RO,2017,14045
1100379,RO,2018,13227
1100379,RO,2019,13241
1100379,RO,2020,13255
1100379,RO,2021,13268
1100379,RO,2022,11479
1100379,RO,2024,12263
1100379,RO,2025,12237
1100403,RO,2007,16758
1100403,RO,2008,17169
1100403,RO,2009,17569
1100403,RO,2010,17135
1100403,RO,2011,17443
1100403,RO,2012,17742
1100403,RO,2013,19459
1100403,RO,2014,19841
1100403,RO,2015,20210
1100403,RO,2016,20569
1100403,RO,2017,20916
1100403,RO,2018,20999
1100403,RO,2019,21428
1100403,RO,2020,21847
1100403,RO,2021,22258
1100403,RO,2022,16320
1100403,RO,2024,17463
1100403,RO,2025,17467
1100452,RO,2007,33072
1100452,RO,2008,33879
1100452,RO,2009,34693
1100452,RO,2010,32383
1100452,RO,2011,32898
1100452,RO,2012,33397
1100452,RO,2013,36555
1100452,RO,2014,37207
1100452,RO,2015,37838
1100452,RO,2016,38450
1100452,RO,2017,39044
1100452,RO,2018,38937
1100452,RO,2019,39654
1100452,RO,2020,40356
1100452,RO,2021,41043
1100452,RO,2022,27992
1100452,RO,2024,30729
1100452,RO,2025,30649
1100502,RO,2007,9648
1100502,RO,2008,9966
1100502,RO,2009,9720
1100502,RO,2010,10240
1100502,RO,2011,10084
1100502,RO,2012,9933
1100502,RO,2013,10515
1100502,RO,2014,10393
1100502,RO,2015,10276
1100502,RO,2016,10161
1100502,RO,2017,10051
1100502,RO,2018,8751
1100502,RO,2019,8538
1100502,RO,2020,8329
1100502,RO,2021,8125
1100502,RO,2022,7667
1100502,RO,2024,8056
1100502,RO,2025,7972
1100601,RO,2007,5553
1100601,RO,2008,5707
1100601,RO,2009,5736
1100601,RO,2010,5736
1100601,RO,2011,5764
1100601,RO,2012,5791
1100601,RO,2013,6268
1100601,RO,2014,6318
1100601,RO,2015,6367
1100601,RO,2016,6414
1100601,RO,2017,6460
1100601,RO,2018,6190
1100601,RO,2019,6230
1100601,RO,2020,6269
1100601,RO,2021,6307
1100601,RO,2022,4150
1100601,RO,2024,4345
1100601,RO,2025,4292
1100700,RO,2007,12455
1100700,RO,2008,12790
1100700,RO,2009,12915
1100700,RO,2010,12665
1100700,RO,2011,12757
1100700,RO,2012,12847
1100700,RO,2013,13939
1100700,RO,2014,14081
1100700,RO,2015,14220
1100700,RO,2016,14354
1100700,RO,2017,14484
1100700,RO,2018,14009
1100700,RO,2019,14139
1100700,RO,2020,14266
1100700,RO,2021,14391
1100700,RO,2022,8844
1100700,RO,2024,9225
1100700,RO,2025,9095
1100809,RO,2007,16736
1100809,RO,2008,17147
1100809,RO,2009,17547
1100809,RO,2010,19779
1100809,RO,2011,20291
1100809,RO,2012,20787
1100809,RO,2013,22973
1100809,RO,2014,23573
1100809,RO,2015,24155
1100809,RO,2016,24719
1100809,RO,2017,25266
1100809,RO,2018,25983
1100809,RO,2019,26693
1100809,RO,2020,27388
1100809,RO,2021,28068
1100809,RO,2022,22310
1100809,RO,2024,24163
1100809,RO,2025,24313
1100908,RO,2007,3624
1100908,RO,2008,3737
1100908,RO,2009,3685
1100908,RO,2010,3575
1100908,RO,2011,3526
1100908,RO,2012,3479
1100908,RO,2013,3689
1100908,RO,2014,3653
1100908,RO,2015,3617
1100908,RO,2016,3583
1100908,RO,2017,3550
1100908,RO,2018,3119
1100908,RO,2019,3052
1100908,RO,2020,2987
1100908,RO,2021,2923
1100908,RO,2022,3233
1100908,RO,2024,3456
1100908,RO,2025,3450
1100924,RO,2007,7456
1100924,RO,2008,7633
1100924,RO,2009,7843
1100924,RO,2010,8301
1100924,RO,2011,8514
1100924,RO,2012,8721
1100924,RO,2013,9636
1100924,RO,2014,9887
1100924,RO,2015,10129
1100924,RO,2016,10364
1100924,RO,2017,10593
1100924,RO,2018,10886
1100924,RO,2019,11182
1100924,RO,2020,11472
1100924,RO,2021,11755
1100924,RO,2022,9324
1100924,RO,2024,10129
1100924,RO,2025,10191
1100940,RO,2007,13857
1100940,RO,2008,14122
1100940,RO,2009,14889
1100940,RO,2010,15854
1100940,RO,2011,16569
1100940,RO,2012,17262
1100940,RO,2013,19410
1100940,RO,2014,20204
1100940,RO,2015,20974
1100940,RO,2016,21720
1100940,RO,2017,22443
1100940,RO,2018,24226
1100940,RO,2019,25215
1100940,RO,2020,26183
1100940,RO,2021,27131
1100940,RO,2022,14863
1100940,RO,2024,15883
1100940,RO,2025,15877
1101005,RO,2007,11432
1101005,RO,2008,11793
1101005,RO,2009,11593
1101005,RO,2010,10512
1101005,RO,2011,10272
1101005,RO,2012,10040
1101005,RO,2013,10534
1101005,RO,2014,10327
1101005,RO,2015,10127
1101005,RO,2016,9933
1101005,RO,2017,9745
1101005,RO,2018,8095
1101005,RO,2019,7767
1101005,RO,2020,7445
1101005,RO,2021,7130
1101005,RO,2022,8001
1101005,RO,2024,8420
1101005,RO,2025,8340
1101104,RO,2007,7905
1101104,RO,2008,8110
1101104,RO,2009,8235
1101104,RO,2010,8566
1101104,RO,2011,8700
1101104,RO,2012,8830
1101104,RO,2013,9661
1101104,RO,2014,9831
1101104,RO,2015,9995
1101104,RO,2016,10155
1101104,RO,2017,10310
1101104,RO,2018,10272
1101104,RO,2019,10458
1101104,RO,2020,10641
1101104,RO,2021,10819
1101104,RO,2022,8548
1101104,RO,2024,9209
1101104,RO,2025,9228
1101203,RO,2007,10343
1101203,RO,2008,10653
1101203,RO,2009,10572
1101203,RO,2010,10352
1101203,RO,2011,10276
1101203,RO,2012,10203
1101203,RO,2013,10899
1101203,RO,2014,10860
1101203,RO,2015,10823
1101203,RO,2016,10786
1101203,RO,2017,10751
1101203,RO,2018,9762
1101203,RO,2019,9660
1101203,RO,2020,9559
1101203,RO,2021,9461
1101203,RO,2022,6466
1101203,RO,2024,6657
1101203,RO,2025,6519
1101302,RO,2007,12086
1101302,RO,2008,12446
1101302,RO,2009,12363
1101302,RO,2010,11878
1101302,RO,2011,11780
1101302,RO,2012,11686
1101302,RO,2013,12469
1101302,RO,2014,12414
1101302,RO,2015,12360
1101302,RO,2016,12308
1101302,RO,2017,12258
1101302,RO,2018,11080
1101302,RO,2019,10947
1101302,RO,2020,10818
1101302,RO,2021,10691
1101302,RO,2022,9235
1101302,RO,2024,9740
1101302,RO,2025,9657
1101401,RO,2007,12357
1101401,RO,2008,12710
1101401,RO,2009,12708
1101401,RO,2010,14091
1101401,RO,2011,14203
1101401,RO,2012,14313
1101401,RO,2013,15541
1101401,RO,2014,15710
1101401,RO,2015,15873
1101401,RO,2016,16032
1101401,RO,2017,16186
1101401,RO,2018,15695
1101401,RO,2019,15852
1101401,RO,2020,16007
1101401,RO,2021,16158
1101401,RO,2022,11548
1101401,RO,2024,12241
1101401,RO,2025,12168
1101435,RO,2007,7750
1101435,RO,2008,7978
1101435,RO,2009,7944
1101435,RO,2010,7493
1101435,RO,2011,7436
1101435,RO,2012,7382
1101435,RO,2013,7883
1101435,RO,2014,7853
1101435,RO,2015,7824
1101435,RO,2016,7796
1101435,RO,2017,7769
1101435,RO,2018,7047
1101435,RO,2019,6970
1101435,RO,2020,6895
1101435,RO,2021,6822
1101435,RO,2022,6200
1101435,RO,2024,6577
1101435,RO,2025,6541
1101450,RO,2007,4583
1101450,RO,2008,4696
1101450,RO,2009,4802
1101450,RO,2010,4810
1101450,RO,2011,4901
1101450,RO,2012,4990
1101450,RO,2013,5477
1101450,RO,2014,5589
1101450,RO,2015,5697
1101450,RO,2016,5802
1101450,RO,2017,5904
1101450,RO,2018,5947
1101450,RO,2019,6074
1101450,RO,2020,6198
1101450,RO,2021,6319
1101450,RO,2022,4125
1101450,RO,2024,4390
1101450,RO,2025,4372
1101468,RO,2007,2358
1101468,RO,2008,2427
1101468,RO,2009,2415
1101468,RO,2010,2315
1101468,RO,2011,2299
1101468,RO,2012,2283
1101468,RO,2013,2440
1101468,RO,2014,2432
1101468,RO,2015,2424
1101468,RO,2016,2417
1101468,RO,2017,2410
1101468,RO,2018,2191
1101468,RO,2019,2169
1101468,RO,2020,2148
1101468,RO,2021,2127
1101468,RO,2022,2156
1101468,RO,2024,2311
1101468,RO,2025,2309
1101476,RO,2007,3704
1101476,RO,2008,3819
1101476,RO,2009,3765
1101476,RO,2010,3524
1101476,RO,2011,3464
1101476,RO,2012,3406
1101476,RO,2013,3597
1101476,RO,2014,3548
1101476,RO,2015,3501
1101476,RO,2016,3456
1101476,RO,2017,3411
1101476,RO,2018,2939
1101476,RO,2019,2856
1101476,RO,2020,2776
1101476,RO,2021,2697
1101476,RO,2022,3076
1101476,RO,2024,3279
1101476,RO,2025,3268
1101484,RO,2007,6286
1101484,RO,2008,6477
1101484,RO,2009,6412
1101484,RO,2010,6018
1101484,RO,2011,5938
1101484,RO,2012,5862
1101484,RO,2013,6219
1101484,RO,2014,6160
1101484,RO,2015,6103
1101484,RO,2016,6048
1101484,RO,2017,5994
1101484,RO,2018,5280
1101484,RO,2019,5172
1101484,RO,2020,5066
1101484,RO,2021,4962
1101484,RO,2022,5258
1101484,RO,2024,5605
1101484,RO,2025,5588
1101492,RO,2007,15710
1101492,RO,2008,16091
1101492,RO,2009,16491
1101492,RO,2010,16035
1101492,RO,2011,16340
1101492,RO,2012,16636
1101492,RO,2013,18265
1101492,RO,2014,18640
1101492,RO,2015,19002
1101492,RO,2016,19353
1101492,RO,2017,19694
1101492,RO,2018,19842
1101492,RO,2019,20266
1101492,RO,2020,20681
1101492,RO,2021,21088
1101492,RO,2022,16286
1101492,RO,2024,17511
1101492,RO,2025,17557
1101500,RO,2007,11757
1101500,RO,2008,12088
1101500,RO,2009,12117
1101500,RO,2010,11629
1101500,RO,2011,11624
1101500,RO,2012,11619
1101500,RO,2013,12505
1101500,RO,2014,12543
1101500,RO,2015,12581
1101500,RO,2016,12617
1101500,RO,2017,12653
1101500,RO,2018,11860
1101500,RO,2019,11856
1101500,RO,2020,11851
1101500,RO,2021,11846
1101500,RO,2022,11171
1101500,RO,2024,12954
1101500,RO,2025,12965
1101559,RO,2007,4919
1101559,RO,2008,5070
1101559,RO,2009,5010
1101559,RO,2010,4888
1101559,RO,2011,4832
1101559,RO,2012,4778
1101559,RO,2013,5080
1101559,RO,2014,5041
1101559,RO,2015,5003
1101559,RO,2016,4966
1101559,RO,2017,4931
1101559,RO,2018,4384
1101559,RO,2019,4308
1101559,RO,2020,4233
1101559,RO,2021,4160
1101559,RO,2022,4256
1101559,RO,2024,4536
1101559,RO,2025,4521
1101609,RO,2007,9952
1101609,RO,2008,10254
1101609,RO,2009,10325
1101609,RO,2010,10649
1101609,RO,2011,10611
1101609,RO,2012,10575
1101609,RO,2013,11343
1101609,RO,2014,11345
1101609,RO,2015,11347
1101609,RO,2016,11348
1101609,RO,2017,11350
1101609,RO,2018,10494
1101609,RO,2019,10444
1101609,RO,2020,10395
1101609,RO,2021,10348
1101609,RO,2022,8113
1101609,RO,2024,8540
1101609,RO,2025,8459
1101708,RO,2007,13381
1101708,RO,2008,13785
1101708,RO,2009,13661
1101708,RO,2010,12974
1101708,RO,2011,12828
1101708,RO,2012,12687
1101708,RO,2013,13491
1101708,RO,2014,13391
1101708,RO,2015,13293
1101708,RO,2016,13198
1101708,RO,2017,13106
1101708,RO,2018,11665
1101708,RO,2019,11467
1101708,RO,2020,11272
1101708,RO,2021,11081
1101708,RO,2022,10725
1101708,RO,2024,11377
1101708,RO,2025,11314
1101757,RO,2007,8751
1101757,RO,2008,8981
1101757,RO,2009,9100
1101757,RO,2010,9384
1101757,RO,2011,9510
1101757,RO,2012,9633
1101757,RO,2013,10518
1101757,RO,2014,10682
1101757,RO,2015,10843
1101757,RO,2016,10999
1101757,RO,2017,11149
1101757,RO,2018,11028
1101757,RO,2019,11204
1101757,RO,2020,11377
1101757,RO,2021,11545
1101757,RO,2022,7788
1101757,RO,2024,8265
1101757,RO,2025,8220
1101807,RO,2007,8742
1101807,RO,2008,9008
1101807,RO,2009,8913
1101807,RO,2010,8210
1101807,RO,2011,8083
1101807,RO,2012,7961
1101807,RO,2013,8425
1101807,RO,2014,8327
1101807,RO,2015,8231
1101807,RO,2016,8138
1101807,RO,2017,8047
1101807,RO,2018,6998
1101807,RO,2019,6825
1101807,RO,2020,6656
1101807,RO,2021,6490
1101807,RO,2022,6479
1101807,RO,2024,6843
1101807,RO,2025,6790
1200013,AC,2007,11520
1200013,AC,2008,11987
1200013,AC,2009,12241
1200013,AC,2010,12538
1200013,AC,2011,12778
1200013,AC,2012,13011
1200013,AC,2013,13353
1200013,AC,2014,13613
1200013,AC,2015,13869
1200013,AC,2016,14120
1200013,AC,2017,14366
1200013,AC,2018,15020
1200013,AC,2019,15256
1200013,AC,2020,15490
1200013,AC,2021,15721
1200013,AC,2022,14021
1200013,AC,2024,14657
1200013,AC,2025,14712
1200054,AC,2007,5351
1200054,AC,2008,5559
1200054,AC,2009,5662
1200054,AC,2010,6072
1200054,AC,2011,6192
1200054,AC,2012,6308
1200054,AC,2013,6480
1200054,AC,2014,6610
1200054,AC,2015,6738
1200054,AC,2016,6863
1200054,AC,2017,6986
1200054,AC,2018,7300
1200054,AC,2019,7417
1200054,AC,2020,7534
1200054,AC,2021,7649
1200054,AC,2022,8100
1200054,AC,2024,8573
1200054,AC,2025,8648
1200104,AC,2007,19065
1200104,AC,2008,19829
1200104,AC,2009,20238
1200104,AC,2010,21398
1200104,AC,2011,21837
1200104,AC,2012,22261
1200104,AC,2013,22899
1200104,AC,2014,23378
1200104,AC,2015,23849
1200104,AC,2016,24311
1200104,AC,2017,24765
1200104,AC,2018,25848
1200104,AC,2019,26278
1200104,AC,2020,26702
1200104,AC,2021,27123
1200104,AC,2022,26000
1200104,AC,2024,27841
1200104,AC,2025,28028
1200138,AC,2007,6543
1200138,AC,2008,6745
1200138,AC,2009,6772
1200138,AC,2010,8471
1200138,AC,2011,8629
1200138,AC,2012,8782
1200138,AC,2013,9003
1200138,AC,2014,9173
1200138,AC,2015,9339
1200138,AC,2016,9503
1200138,AC,2017,9664
1200138,AC,2018,10111
1200138,AC,2019,10266
1200138,AC,2020,10420
1200138,AC,2021,10572
1200138,AC,2022,12917
1200138,AC,2024,13766
1200138,AC,2025,13928
1200179,AC,2007,8446
1200179,AC,2008,8897
1200179,AC,2009,9287
1200179,AC,2010,8798
1200179,AC,2011,9087
1200179,AC,2012,9368
1200179,AC,2013,9836
1200179,AC,2014,10170
1200179,AC,2015,10498
1200179,AC,2016,10820
1200179,AC,2017,11136
1200179,AC,2018,11456
1200179,AC,2019,11733
1200179,AC,2020,12008
1200179,AC,2021,12280
1200179,AC,2022,10392
1200179,AC,2024,10922
1200179,AC,2025,10981
1200203,AC,2007,73948
1200203,AC,2008,76392
1200203,AC,2009,77004
1200203,AC,2010,78507
1200203,AC,2011,79173
1200203,AC,2012,79819
1200203,AC,2013,80377
1200203,AC,2014,80953
1200203,AC,2015,81519
1200203,AC,2016,82075
1200203,AC,2017,82622
1200203,AC,2018,87673
1200203,AC,2019,88376
1200203,AC,2020,89072
1200203,AC,2021,89760
1200203,AC,2022,91888
1200203,AC,2024,98382
1200203,AC,2025,98916
1200252,AC,2007,13434
1200252,AC,2008,13960
1200252,AC,2009,14224
1200252,AC,2010,15100
1200252,AC,2011,15394
1200252,AC,2012,15679
1200252,AC,2013,16099
1200252,AC,2014,16417
1200252,AC,2015,16731
1200252,AC,2016,17038
1200252,AC,2017,17340
1200252,AC,2018,18122
1200252,AC,2019,18411
1200252,AC,2020,18696
1200252,AC,2021,18979
1200252,AC,2022,18757
1200252,AC,2024,19739
1200252,AC,2025,19874
1200302,AC,2007,31288
1200302,AC,2008,32210
1200302,AC,2009,32261
1200302,AC,2010,32412
1200302,AC,2011,32487
1200302,AC,2012,32560
1200302,AC,2013,32411
1200302,AC,2014,32398
1200302,AC,2015,32385
1200302,AC,2016,32372
1200302,AC,2017,32360
1200302,AC,2018,34675
