CD_MUN,SIGLA_UF,year,pop_est
3102100,MG,2020,10859
3102100,MG,2021,10723
3102100,MG,2022,10891
3102100,MG,2024,10994
3102100,MG,2025,10931
3102209,MG,2007,4558
3102209,MG,2008,4611
3102209,MG,2009,4545
3102209,MG,2010,4444
3102209,MG,2011,4385
3102209,MG,2012,4329
3102209,MG,2013,4395
3102209,MG,2014,4343
3102209,MG,2015,4292
3102209,MG,2016,4245
3102209,MG,2017,4199
3102209,MG,2018,3973
3102209,MG,2019,3907
3102209,MG,2020,3844
3102209,MG,2021,3783
3102209,MG,2022,3975
3102209,MG,2024,4012
3102209,MG,2025,3983
3102308,MG,2007,15251
3102308,MG,2008,15682
3102308,MG,2009,15678
3102308,MG,2010,15261
3102308,MG,2011,15236
3102308,MG,2012,15212
3102308,MG,2013,15642
3102308,MG,2014,15630
3102308,MG,2015,15619
3102308,MG,2016,15609
3102308,MG,2017,15599
3102308,MG,2018,15239
3102308,MG,2019,15203
3102308,MG,2020,15169
3102308,MG,2021,15135
3102308,MG,2022,15059
3102308,MG,2024,15360
3102308,MG,2025,15358
3102407,MG,2007,3482
3102407,MG,2008,3585
3102407,MG,2009,3588
3102407,MG,2010,3546
3102407,MG,2011,3547
3102407,MG,2012,3549
3102407,MG,2013,3657
3102407,MG,2014,3661
3102407,MG,2015,3666
3102407,MG,2016,3669
3102407,MG,2017,3673
3102407,MG,2018,3606
3102407,MG,2019,3606
3102407,MG,2020,3605
3102407,MG,2021,3605
3102407,MG,2022,4159
3102407,MG,2024,4322
3102407,MG,2025,4359
3102506,MG,2007,5245
3102506,MG,2008,5377
3102506,MG,2009,5362
3102506,MG,2010,5053
3102506,MG,2011,5020
3102506,MG,2012,4910
3102506,MG,2013,5023
3102506,MG,2014,4997
3102506,MG,2015,4971
3102506,MG,2016,4947
3102506,MG,2017,4924
3102506,MG,2018,4751
3102506,MG,2019,4713
3102506,MG,2020,4678
3102506,MG,2021,4643
3102506,MG,2022,4541
3102506,MG,2024,4595
3102506,MG,2025,4574
3102605,MG,2007,34956
3102605,MG,2008,36320
3102605,MG,2009,36633
3102605,MG,2010,37270
3102605,MG,2011,37600
3102605,MG,2012,37920
3102605,MG,2013,39416
3102605,MG,2014,39761
3102605,MG,2015,40092
3102605,MG,2016,40407
3102605,MG,2017,40706
3102605,MG,2018,40747
3102605,MG,2019,41077
3102605,MG,2020,41396
3102605,MG,2021,41704
3102605,MG,2022,40553
3102605,MG,2024,42282
3102605,MG,2025,42501
3102704,MG,2007,9089
3102704,MG,2008,9450
3102704,MG,2009,9537
3102704,MG,2010,8959
3102704,MG,2011,8992
3102704,MG,2012,9025
3102704,MG,2013,9333
3102704,MG,2014,9372
3102704,MG,2015,9410
3102704,MG,2016,9445
3102704,MG,2017,9479
3102704,MG,2018,9382
3102704,MG,2019,9412
3102704,MG,2020,9442
3102704,MG,2021,9470
3102704,MG,2022,9110
3102704,MG,2024,9333
3102704,MG,2025,9347
3102803,MG,2007,12035
3102803,MG,2008,12374
3102803,MG,2009,12369
3102803,MG,2010,12173
3102803,MG,2011,12162
3102803,MG,2012,12153
3102803,MG,2013,12507
3102803,MG,2014,12507
3102803,MG,2015,12507
3102803,MG,2016,12507
3102803,MG,2017,12507
3102803,MG,2018,12242
3102803,MG,2019,12224
3102803,MG,2020,12206
3102803,MG,2021,12189
3102803,MG,2022,11927
3102803,MG,2024,12169
3102803,MG,2025,12163
3102852,MG,2007,8130
3102852,MG,2008,8475
3102852,MG,2009,8571
3102852,MG,2010,8003
3102852,MG,2011,8044
3102852,MG,2012,8084
3102852,MG,2013,8371
3102852,MG,2014,8416
3102852,MG,2015,8460
3102852,MG,2016,8502
3102852,MG,2017,8541
3102852,MG,2018,8481
3102852,MG,2019,8520
3102852,MG,2020,8557
3102852,MG,2021,8594
3102852,MG,2022,7718
3102852,MG,2024,7860
3102852,MG,2025,7849
3102902,MG,2007,11172
3102902,MG,2008,11563
3102902,MG,2009,11624
3102902,MG,2010,11114
3102902,MG,2011,11133
3102902,MG,2012,11151
3102902,MG,2013,11507
3102902,MG,2014,11534
3102902,MG,2015,11560
3102902,MG,2016,11584
3102902,MG,2017,11608
3102902,MG,2018,11432
3102902,MG,2019,11445
3102902,MG,2020,11459
3102902,MG,2021,11471
3102902,MG,2022,11095
3102902,MG,2024,11345
3102902,MG,2025,11350
3103009,MG,2007,9435
3103009,MG,2008,9647
3103009,MG,2009,9598
3103009,MG,2010,9565
3103009,MG,2011,9528
3103009,MG,2012,9493
3103009,MG,2013,9738
3103009,MG,2014,9711
3103009,MG,2015,9685
3103009,MG,2016,9660
3103009,MG,2017,9637
3103009,MG,2018,9363
3103009,MG,2019,9318
3103009,MG,2020,9275
3103009,MG,2021,9233
3103009,MG,2022,9219
3103009,MG,2024,9388
3103009,MG,2025,9375
3103108,MG,2007,1962
3103108,MG,2008,2046
3103108,MG,2009,2070
3103108,MG,2010,1671
3103108,MG,2011,1662
3103108,MG,2012,1653
3103108,MG,2013,1692
3103108,MG,2014,1685
3103108,MG,2015,1677
3103108,MG,2016,1670
3103108,MG,2017,1664
3103108,MG,2018,1609
3103108,MG,2019,1598
3103108,MG,2020,1587
3103108,MG,2021,1577
3103108,MG,2022,1538
3103108,MG,2024,1558
3103108,MG,2025,1552
3103207,MG,2007,2384
3103207,MG,2008,2491
3103207,MG,2009,2524
3103207,MG,2010,2243
3103207,MG,2011,2251
3103207,MG,2012,2258
3103207,MG,2013,2335
3103207,MG,2014,2344
3103207,MG,2015,2352
3103207,MG,2016,2361
3103207,MG,2017,2368
3103207,MG,2018,2341
3103207,MG,2019,2347
3103207,MG,2020,2354
3103207,MG,2021,2360
3103207,MG,2022,2181
3103207,MG,2024,2224
3103207,MG,2025,2222
3103306,MG,2007,1875
3103306,MG,2008,1905
3103306,MG,2009,1885
3103306,MG,2010,2058
3103306,MG,2011,2056
3103306,MG,2012,2054
3103306,MG,2013,2113
3103306,MG,2014,2112
3103306,MG,2015,2112
3103306,MG,2016,2112
3103306,MG,2017,2111
3103306,MG,2018,2066
3103306,MG,2019,2063
3103306,MG,2020,2059
3103306,MG,2021,2056
3103306,MG,2022,2049
3103306,MG,2024,2095
3103306,MG,2025,2095
3103405,MG,2007,36083
3103405,MG,2008,37262
3103405,MG,2009,37388
3103405,MG,2010,36013
3103405,MG,2011,36036
3103405,MG,2012,36059
3103405,MG,2013,37169
3103405,MG,2014,37220
3103405,MG,2015,37270
3103405,MG,2016,37317
3103405,MG,2017,37361
3103405,MG,2018,36705
3103405,MG,2019,36708
3103405,MG,2020,36712
3103405,MG,2021,36715
3103405,MG,2022,34297
3103405,MG,2024,35250
3103405,MG,2025,35185
3103504,MG,2007,106403
3103504,MG,2008,110334
3103504,MG,2009,111095
3103504,MG,2010,109801
3103504,MG,2011,110402
3103504,MG,2012,110983
3103504,MG,2013,114970
3103504,MG,2014,115632
3103504,MG,2015,116267
3103504,MG,2016,116871
3103504,MG,2017,117445
3103504,MG,2018,116691
3103504,MG,2019,117267
3103504,MG,2020,117825
3103504,MG,2021,118361
3103504,MG,2022,117808
3103504,MG,2024,122874
3103504,MG,2025,123432
3103603,MG,2007,2544
3103603,MG,2008,2575
3103603,MG,2009,2538
3103603,MG,2010,2823
3103603,MG,2011,2817
3103603,MG,2012,2811
3103603,MG,2013,2888
3103603,MG,2014,2884
3103603,MG,2015,2880
3103603,MG,2016,2877
3103603,MG,2017,2873
3103603,MG,2018,2804
3103603,MG,2019,2795
3103603,MG,2020,2787
3103603,MG,2021,2779
3103603,MG,2022,2915
3103603,MG,2024,2991
3103603,MG,2025,2998
3103702,MG,2007,8029
3103702,MG,2008,8296
3103702,MG,2009,8328
3103702,MG,2010,8152
3103702,MG,2011,8170
3103702,MG,2012,8188
3103702,MG,2013,8454
3103702,MG,2014,8478
3103702,MG,2015,8501
3103702,MG,2016,8523
3103702,MG,2017,8544
3103702,MG,2018,8425
3103702,MG,2019,8439
3103702,MG,2020,8453
3103702,MG,2021,8467
3103702,MG,2022,8048
3103702,MG,2024,8218
3103702,MG,2025,8218
3103751,MG,2007,6113
3103751,MG,2008,6414
3103751,MG,2009,6522
3103751,MG,2010,6144
3103751,MG,2011,6208
3103751,MG,2012,6271
3103751,MG,2013,6527
3103751,MG,2014,6593
3103751,MG,2015,6657
3103751,MG,2016,6717
3103751,MG,2017,6774
3103751,MG,2018,6804
3103751,MG,2019,6869
3103751,MG,2020,6931
3103751,MG,2021,6992
3103751,MG,2022,8479
3103751,MG,2024,8935
3103751,MG,2025,9069
3103801,MG,2007,2699
3103801,MG,2008,2777
3103801,MG,2009,2778
3103801,MG,2010,2775
3103801,MG,2011,2777
3103801,MG,2012,2780
3103801,MG,2013,2866
3103801,MG,2014,2870
3103801,MG,2015,2875
3103801,MG,2016,2879
3103801,MG,2017,2883
3103801,MG,2018,2833
3103801,MG,2019,2834
3103801,MG,2020,2835
3103801,MG,2021,2836
3103801,MG,2022,2631
3103801,MG,2024,2674
3103801,MG,2025,2668
3103900,MG,2007,7201
3103900,MG,2008,7560
3103900,MG,2009,7692
3103900,MG,2010,7883
3103900,MG,2011,8011
3103900,MG,2012,8135
3103900,MG,2013,8517
3103900,MG,2014,8645
3103900,MG,2015,8768
3103900,MG,2016,8885
3103900,MG,2017,8996
3103900,MG,2018,9142
3103900,MG,2019,9273
3103900,MG,2020,9401
3103900,MG,2021,9523
3103900,MG,2022,9199
3103900,MG,2024,9556
3103900,MG,2025,9634
3104007,MG,2007,87764
3104007,MG,2008,91703
3104007,MG,2009,92927
3104007,MG,2010,93672
3104007,MG,2011,94798
3104007,MG,2012,95888
3104007,MG,2013,99986
3104007,MG,2014,101136
3104007,MG,2015,102238
3104007,MG,2016,103287
3104007,MG,2017,104283
3104007,MG,2018,105083
3104007,MG,2019,106229
3104007,MG,2020,107337
3104007,MG,2021,108403
3104007,MG,2022,111691
3104007,MG,2024,117677
3104007,MG,2025,118786
3104106,MG,2007,7994
3104106,MG,2008,8239
3104106,MG,2009,8253
3104106,MG,2010,9509
3104106,MG,2011,9622
3104106,MG,2012,9732
3104106,MG,2013,10146
3104106,MG,2014,10262
3104106,MG,2015,10373
3104106,MG,2016,10478
3104106,MG,2017,10578
3104106,MG,2018,10657
3104106,MG,2019,10772
3104106,MG,2020,10883
3104106,MG,2021,10990
3104106,MG,2022,9177
3104106,MG,2024,9348
3104106,MG,2025,9335
3104205,MG,2007,34763
3104205,MG,2008,36133
3104205,MG,2009,36455
3104205,MG,2010,36597
3104205,MG,2011,36897
3104205,MG,2012,37188
3104205,MG,2013,38630
3104205,MG,2014,38946
3104205,MG,2015,39249
3104205,MG,2016,39537
3104205,MG,2017,39811
3104205,MG,2018,39793
3104205,MG,2019,40092
3104205,MG,2020,40380
3104205,MG,2021,40658
3104205,MG,2022,41416
3104205,MG,2024,43348
3104205,MG,2025,43653
3104304,MG,2007,13181
3104304,MG,2008,13723
3104304,MG,2009,13864
3104304,MG,2010,13731
3104304,MG,2011,13846
3104304,MG,2012,13958
3104304,MG,2013,14503
3104304,MG,2014,14624
3104304,MG,2015,14740
3104304,MG,2016,14851
3104304,MG,2017,14956
3104304,MG,2018,14955
3104304,MG,2019,15070
3104304,MG,2020,15181
3104304,MG,2021,15288
3104304,MG,2022,13881
3104304,MG,2024,14212
3104304,MG,2025,14229
3104403,MG,2007,2995
3104403,MG,2008,3065
3104403,MG,2009,3051
3104403,MG,2010,2901
3104403,MG,2011,2880
3104403,MG,2012,2860
3104403,MG,2013,2924
3104403,MG,2014,2907
3104403,MG,2015,2890
3104403,MG,2016,2874
3104403,MG,2017,2859
3104403,MG,2018,2751
3104403,MG,2019,2727
3104403,MG,2020,2704
3104403,MG,2021,2681
3104403,MG,2022,2688
3104403,MG,2024,2725
3104403,MG,2025,2715
3104452,MG,2007,4832
3104452,MG,2008,5062
3104452,MG,2009,5140
3104452,MG,2010,4770
3104452,MG,2011,4810
3104452,MG,2012,4848
3104452,MG,2013,5036
3104452,MG,2014,5078
3104452,MG,2015,5118
3104452,MG,2016,5156
3104452,MG,2017,5192
3104452,MG,2018,5191
3104452,MG,2019,5231
3104452,MG,2020,5269
3104452,MG,2021,5305
3104452,MG,2022,4719
3104452,MG,2024,4820
3104452,MG,2025,4820
3104502,MG,2007,17592
3104502,MG,2008,18126
3104502,MG,2009,18153
3104502,MG,2010,17674
3104502,MG,2011,17671
3104502,MG,2012,17669
3104502,MG,2013,18198
3104502,MG,2014,18210
3104502,MG,2015,18221
3104502,MG,2016,18232
3104502,MG,2017,18243
3104502,MG,2018,17888
3104502,MG,2019,17875
3104502,MG,2020,17862
3104502,MG,2021,17850
3104502,MG,2022,17272
3104502,MG,2024,17598
3104502,MG,2025,17586
3104601,MG,2007,12510
3104601,MG,2008,12998
3104601,MG,2009,13109
3104601,MG,2010,13049
3104601,MG,2011,13144
3104601,MG,2012,13237
3104601,MG,2013,13738
3104601,MG,2014,13840
3104601,MG,2015,13937
3104601,MG,2016,14030
3104601,MG,2017,14118
3104601,MG,2018,14085
3104601,MG,2019,14179
3104601,MG,2020,14270
3104601,MG,2021,14358
3104601,MG,2022,14138
3104601,MG,2024,14565
3104601,MG,2025,14633
3104700,MG,2007,15078
3104700,MG,2008,15322
3104700,MG,2009,15162
3104700,MG,2010,14455
3104700,MG,2011,14279
3104700,MG,2012,14109
3104700,MG,2013,14344
3104700,MG,2014,14188
3104700,MG,2015,14039
3104700,MG,2016,13897
3104700,MG,2017,13762
3104700,MG,2018,13064
3104700,MG,2019,12868
3104700,MG,2020,12678
3104700,MG,2021,12496
3104700,MG,2022,13736
3104700,MG,2024,13967
3104700,MG,2025,13936
3104809,MG,2007,4589
3104809,MG,2008,4655
3104809,MG,2009,4599
3104809,MG,2010,4960
3104809,MG,2011,4945
3104809,MG,2012,4930
3104809,MG,2013,5062
3104809,MG,2014,5051
3104809,MG,2015,5041
3104809,MG,2016,5032
3104809,MG,2017,5023
3104809,MG,2018,4888
3104809,MG,2019,4869
3104809,MG,2020,4851
3104809,MG,2021,4833
3104809,MG,2022,4538
3104809,MG,2024,4593
3104809,MG,2025,4572
3104908,MG,2007,18016
3104908,MG,2008,18646
3104908,MG,2009,18745
3104908,MG,2010,18307
3104908,MG,2011,18367
3104908,MG,2012,18426
3104908,MG,2013,19045
3104908,MG,2014,19117
3104908,MG,2015,19186
3104908,MG,2016,19252
3104908,MG,2017,19315
3104908,MG,2018,19094
3104908,MG,2019,19148
3104908,MG,2020,19199
3104908,MG,2021,19249
3104908,MG,2022,18366
3104908,MG,2024,18768
3104908,MG,2025,18782
3105004,MG,2007,8274
3105004,MG,2008,8549
3105004,MG,2009,8582
3105004,MG,2010,7913
3105004,MG,2011,7894
3105004,MG,2012,7877
3105004,MG,2013,8093
3105004,MG,2014,8082
3105004,MG,2015,8071
3105004,MG,2016,8061
3105004,MG,2017,8051
3105004,MG,2018,7851
3105004,MG,2019,7826
3105004,MG,2020,7803
3105004,MG,2021,7780
3105004,MG,2022,7492
3105004,MG,2024,7614
3105004,MG,2025,7595
3105103,MG,2007,21850
3105103,MG,2008,22554
3105103,MG,2009,22622
3105103,MG,2010,22734
3105103,MG,2011,22814
3105103,MG,2012,22891
3105103,MG,2013,23665
3105103,MG,2014,23759
3105103,MG,2015,23850
3105103,MG,2016,23936
3105103,MG,2017,24018
3105103,MG,2018,23757
3105103,MG,2019,23829
3105103,MG,2020,23898
3105103,MG,2021,23964
3105103,MG,2022,23546
3105103,MG,2024,24144
3105103,MG,2025,24203
3105202,MG,2007,5337
3105202,MG,2008,5507
3105202,MG,2009,5521
3105202,MG,2010,4987
3105202,MG,2011,4962
3105202,MG,2012,4938
3105202,MG,2013,5059
3105202,MG,2014,5039
3105202,MG,2015,5019
3105202,MG,2016,5001
3105202,MG,2017,4984
3105202,MG,2018,4825
3105202,MG,2019,4795
3105202,MG,2020,4766
3105202,MG,2021,4738
3105202,MG,2022,4741
3105202,MG,2024,4821
3105202,MG,2025,4811
3105301,MG,2007,5106
3105301,MG,2008,5294
3105301,MG,2009,5330
3105301,MG,2010,5338
3105301,MG,2011,5372
3105301,MG,2012,5405
3105301,MG,2013,5603
3105301,MG,2014,5639
3105301,MG,2015,5674
3105301,MG,2016,5708
3105301,MG,2017,5739
3105301,MG,2018,5713
3105301,MG,2019,5746
3105301,MG,2020,5778
3105301,MG,2021,5808
3105301,MG,2022,5943
3105301,MG,2024,6146
3105301,MG,2025,6183
3105400,MG,2007,26421
3105400,MG,2008,27660
3105400,MG,2009,28074
3105400,MG,2010,28442
3105400,MG,2011,28830
3105400,MG,2012,29205
3105400,MG,2013,30501
3105400,MG,2014,30893
3105400,MG,2015,31270
3105400,MG,2016,31628
3105400,MG,2017,31968
3105400,MG,2018,32319
3105400,MG,2019,32485
3105400,MG,2020,32866
3105400,MG,2021,33232
3105400,MG,2022,30778
3105400,MG,2024,32095
3105400,MG,2025,32264
3105509,MG,2007,5656
3105509,MG,2008,5755
3105509,MG,2009,5700
3105509,MG,2010,5720
3105509,MG,2011,5681
3105509,MG,2012,5643
3105509,MG,2013,5770
3105509,MG,2014,5738
3105509,MG,2015,5706
3105509,MG,2016,5676
3105509,MG,2017,5648
3105509,MG,2018,5443
3105509,MG,2019,5397
3105509,MG,2020,5354
3105509,MG,2021,5311
3105509,MG,2022,4964
3105509,MG,2024,4991
3105509,MG,2025,4952
3105608,MG,2007,122377
3105608,MG,2008,127328
3105608,MG,2009,128572
3105608,MG,2010,126284
3105608,MG,2011,127217
3105608,MG,2012,128120
3105608,MG,2013,132980
3105608,MG,2014,133972
3105608,MG,2015,134924
3105608,MG,2016,135829
3105608,MG,2017,136689
3105608,MG,2018,136392
3105608,MG,2019,137313
3105608,MG,2020,138204
3105608,MG,2021,139061
3105608,MG,2022,125317
3105608,MG,2024,129630
3105608,MG,2025,129695
3105707,MG,2007,6965
3105707,MG,2008,7102
3105707,MG,2009,7050
3105707,MG,2010,6143
3105707,MG,2011,6035
3105707,MG,2012,5930
3105707,MG,2013,5991
3105707,MG,2014,5893
3105707,MG,2015,5799
3105707,MG,2016,5710
3105707,MG,2017,5624
3105707,MG,2018,5250
3105707,MG,2019,5131
3105707,MG,2020,5015
3105707,MG,2021,4905
3105707,MG,2022,5666
3105707,MG,2024,5740
3105707,MG,2025,5717
3105905,MG,2007,19352
3105905,MG,2008,20093
3105905,MG,2009,20253
3105905,MG,2010,19599
3105905,MG,2011,19694
3105905,MG,2012,19787
3105905,MG,2013,20484
3105905,MG,2014,20590
3105905,MG,2015,20693
3105905,MG,2016,20790
3105905,MG,2017,20882
3105905,MG,2018,20720
3105905,MG,2019,20810
3105905,MG,2020,20897
3105905,MG,2021,20981
3105905,MG,2022,20080
3105905,MG,2024,20566
3105905,MG,2025,20604
3106002,MG,2007,9968
3106002,MG,2008,10296
3106002,MG,2009,10333
3106002,MG,2010,10004
3106002,MG,2011,10016
3106002,MG,2012,10028
3106002,MG,2013,10342
3106002,MG,2014,10362
3106002,MG,2015,10381
3106002,MG,2016,10399
3106002,MG,2017,10416
3106002,MG,2018,10248
3106002,MG,2019,10255
3106002,MG,2020,10262
3106002,MG,2021,10269
3106002,MG,2022,10167
3106002,MG,2024,10412
3106002,MG,2025,10427
3106101,MG,2007,3067
3106101,MG,2008,3114
3106101,MG,2009,3079
3106101,MG,2010,3403
3106101,MG,2011,3401
3106101,MG,2012,3400
3106101,MG,2013,3499
3106101,MG,2014,3500
3106101,MG,2015,3501
3106101,MG,2016,3502
3106101,MG,2017,3503
3106101,MG,2018,3433
3106101,MG,2019,3429
3106101,MG,2020,3425
3106101,MG,2021,3422
3106101,MG,2022,3244
3106101,MG,2024,3299
3106101,MG,2025,3292
3106200,MG,2007,2412937
3106200,MG,2008,2434642
3106200,MG,2009,2452617
3106200,MG,2010,2375151
3106200,MG,2011,2385639
3106200,MG,2012,2395785
3106200,MG,2013,2479165
3106200,MG,2014,2491109
3106200,MG,2015,2502557
3106200,MG,2016,2513451
3106200,MG,2017,2523794
3106200,MG,2018,2501576
3106200,MG,2019,2512070
3106200,MG,2020,2521564
3106200,MG,2021,2530701
3106200,MG,2022,2315560
3106200,MG,2024,2416339
3106200,MG,2025,2415872
3106309,MG,2007,21369
3106309,MG,2008,22289
3106309,MG,2009,22555
3106309,MG,2010,23397
3106309,MG,2011,23695
3106309,MG,2012,23984
3106309,MG,2013,25026
3106309,MG,2014,25329
3106309,MG,2015,25619
3106309,MG,2016,25895
3106309,MG,2017,26158
3106309,MG,2018,26396
3106309,MG,2019,26700
3106309,MG,2020,26994
3106309,MG,2021,27277
3106309,MG,2022,23928
3106309,MG,2024,24503
3106309,MG,2025,24546
3106408,MG,2007,7267
3106408,MG,2008,7472
3106408,MG,2009,7470
3106408,MG,2010,7536
3106408,MG,2011,7544
3106408,MG,2012,7553
3106408,MG,2013,7789
3106408,MG,2014,7803
3106408,MG,2015,7816
3106408,MG,2016,7829
3106408,MG,2017,7841
3106408,MG,2018,7710
3106408,MG,2019,7715
3106408,MG,2020,7719
3106408,MG,2021,7723
3106408,MG,2022,8627
3106408,MG,2024,8946
3106408,MG,2025,9012
3106507,MG,2007,13214
3106507,MG,2008,13659
3106507,MG,2009,13717
3106507,MG,2010,12300
3106507,MG,2011,12248
3106507,MG,2012,12198
3106507,MG,2013,12508
3106507,MG,2014,12469
3106507,MG,2015,12431
3106507,MG,2016,12394
3106507,MG,2017,12360
3106507,MG,2018,11995
3106507,MG,2019,11932
3106507,MG,2020,11872
3106507,MG,2021,11813
3106507,MG,2022,9826
3106507,MG,2024,9769
3106507,MG,2025,9638
3106606,MG,2007,4588
3106606,MG,2008,4752
3106606,MG,2009,4780
3106606,MG,2010,4498
3106606,MG,2011,4503
3106606,MG,2012,4508
3106606,MG,2013,4648
3106606,MG,2014,4656
3106606,MG,2015,4664
3106606,MG,2016,4671
3106606,MG,2017,4678
3106606,MG,2018,4602
3106606,MG,2019,4604
3106606,MG,2020,4607
3106606,MG,2021,4609
3106606,MG,2022,4451
3106606,MG,2024,4546
3106606,MG,2025,4546
3106655,MG,2007,4399
3106655,MG,2008,4595
3106655,MG,2009,4655
3106655,MG,2010,4370
3106655,MG,2011,4401
3106655,MG,2012,4431
3106655,MG,2013,4597
3106655,MG,2014,4630
3106655,MG,2015,4661
3106655,MG,2016,4691
3106655,MG,2017,4720
3106655,MG,2018,4705
3106655,MG,2019,4735
3106655,MG,2020,4764
3106655,MG,2021,4792
3106655,MG,2022,4201
3106655,MG,2024,4277
3106655,MG,2025,4270
3106705,MG,2007,415098
3106705,MG,2008,429507
3106705,MG,2009,441748
3106705,MG,2010,378089
3106705,MG,2011,383570
3106705,MG,2012,388873
3106705,MG,2013,406474
3106705,MG,2014,412003
3106705,MG,2015,417307
3106705,MG,2016,422354
3106705,MG,2017,427146
3106705,MG,2018,432575
3106705,MG,2019,439340
3106705,MG,2020,444784
3106705,MG,2021,450024
3106705,MG,2022,411846
3106705,MG,2024,429236
3106705,MG,2025,431433
3106804,MG,2007,3880
3106804,MG,2008,3932
3106804,MG,2009,3881
3106804,MG,2010,3793
3106804,MG,2011,3747
3106804,MG,2012,3703
3106804,MG,2013,3765
3106804,MG,2014,3724
3106804,MG,2015,3685
3106804,MG,2016,3648
3106804,MG,2017,3613
3106804,MG,2018,3430
3106804,MG,2019,3379
3106804,MG,2020,3329
3106804,MG,2021,3282
3106804,MG,2022,3361
3106804,MG,2024,3388
3106804,MG,2025,3367
3106903,MG,2007,13638
3106903,MG,2008,14180
3106903,MG,2009,14309
3106903,MG,2010,13653
3106903,MG,2011,13719
3106903,MG,2012,13783
3106903,MG,2013,14268
3106903,MG,2014,14342
3106903,MG,2015,14413
3106903,MG,2016,14481
3106903,MG,2017,14545
3106903,MG,2018,14431
3106903,MG,2019,14494
3106903,MG,2020,14554
3106903,MG,2021,14612
3106903,MG,2022,13978
3106903,MG,2024,14331
3106903,MG,2025,14358
3107000,MG,2007,2592
3107000,MG,2008,2642
3107000,MG,2009,2621
3107000,MG,2010,2630
3107000,MG,2011,2615
3107000,MG,2012,2602
3107000,MG,2013,2664
3107000,MG,2014,2652
3107000,MG,2015,2640
3107000,MG,2016,2630
3107000,MG,2017,2619
3107000,MG,2018,2532
3107000,MG,2019,2515
3107000,MG,2020,2498
3107000,MG,2021,2482
3107000,MG,2022,2383
3107000,MG,2024,2409
3107000,MG,2025,2397
3107109,MG,2007,37801
3107109,MG,2008,39082
3107109,MG,2009,39254
3107109,MG,2010,38516
3107109,MG,2011,38627
3107109,MG,2012,38734
3107109,MG,2013,40018
3107109,MG,2014,40155
3107109,MG,2015,40287
3107109,MG,2016,40412
3107109,MG,2017,40530
3107109,MG,2018,40031
3107109,MG,2019,40127
3107109,MG,2020,40219
3107109,MG,2021,40308
3107109,MG,2022,39848
3107109,MG,2024,41332
3107109,MG,2025,41443
3107208,MG,2007,5034
3107208,MG,2008,5198
3107208,MG,2009,5216
3107208,MG,2010,5007
3107208,MG,2011,5009
3107208,MG,2012,5011
3107208,MG,2013,5163
3107208,MG,2014,5169
3107208,MG,2015,5174
3107208,MG,2016,5180
3107208,MG,2017,5185
3107208,MG,2018,5091
3107208,MG,2019,5090
3107208,MG,2020,5089
3107208,MG,2021,5088
3107208,MG,2022,5348
3107208,MG,2024,5508
3107208,MG,2025,5530
3107307,MG,2007,44657
3107307,MG,2008,46306
3107307,MG,2009,46624
3107307,MG,2010,46654
3107307,MG,2011,46949
3107307,MG,2012,47236
3107307,MG,2013,48974
3107307,MG,2014,49293
3107307,MG,2015,49600
3107307,MG,2016,49891
3107307,MG,2017,50168
3107307,MG,2018,49942
3107307,MG,2019,49979
3107307,MG,2020,50256
3107307,MG,2021,50521
3107307,MG,2022,48032
3107307,MG,2024,49668
3107307,MG,2025,49797
3107406,MG,2007,42260
3107406,MG,2008,43898
3107406,MG,2009,44265
3107406,MG,2010,45624
3107406,MG,2011,46060
3107406,MG,2012,46482
3107406,MG,2013,48350
3107406,MG,2014,48802
3107406,MG,2015,49236
3107406,MG,2016,49650
3107406,MG,2017,50042
3107406,MG,2018,50166
3107406,MG,2019,50605
3107406,MG,2020,51028
3107406,MG,2021,51436
3107406,MG,2022,51737
3107406,MG,2024,53995
3107406,MG,2025,54377
3107505,MG,2007,6481
3107505,MG,2008,6661
3107505,MG,2009,6657
3107505,MG,2010,6501
3107505,MG,2011,6490
3107505,MG,2012,6480
3107505,MG,2013,6663
3107505,MG,2014,6658
3107505,MG,2015,6653
3107505,MG,2016,6648
3107505,MG,2017,6644
3107505,MG,2018,6489
3107505,MG,2019,6474
3107505,MG,2020,6459
3107505,MG,2021,6444
3107505,MG,2022,6783
3107505,MG,2024,6968
3107505,MG,2025,6988
3107604,MG,2007,3787
3107604,MG,2008,3941
3107604,MG,2009,3980
3107604,MG,2010,3887
3107604,MG,2011,3915
3107604,MG,2012,3942
3107604,MG,2013,4091
3107604,MG,2014,4121
3107604,MG,2015,4150
3107604,MG,2016,4177
3107604,MG,2017,4203
3107604,MG,2018,4190
3107604,MG,2019,4217
3107604,MG,2020,4244
3107604,MG,2021,4270
3107604,MG,2022,4474
3107604,MG,2024,4642
3107604,MG,2025,4677
3107703,MG,2007,5412
3107703,MG,2008,5663
3107703,MG,2009,5744
3107703,MG,2010,5491
3107703,MG,2011,5543
3107703,MG,2012,5593
3107703,MG,2013,5817
3107703,MG,2014,5871
3107703,MG,2015,5923
3107703,MG,2016,5972
3107703,MG,2017,6018
3107703,MG,2018,6031
3107703,MG,2019,6083
3107703,MG,2020,6133
3107703,MG,2021,6182
3107703,MG,2022,5631
3107703,MG,2024,5775
3107703,MG,2025,5786
3107802,MG,2007,15198
3107802,MG,2008,15541
3107802,MG,2009,15462
3107802,MG,2010,15364
3107802,MG,2011,15302
3107802,MG,2012,15242
